"age","job","marital","education","default","balance","housing","loan","contact","y","price"
29,"blue-collar","married","primary","no",248,"yes","no","cellula","no",21
32,"blue-collar","single","secondary","no",218,"yes","no","cellula","no",22
33,"management","married","secondary","no",588,"yes","no","cellula","no",0
58,"blue-collar","married","secondary","",1075,"yes","no","cellula","no",38
44,"blue-collar","single","primary","no",343,"yes","yes","cellula","no",83
27,"","married","secondary","",30,"no","yes","cellula","no",71
29,"technician","single","secondary","no",706,"yes","no","cellula","ye",48
26,"blue-collar","married","secondary","no",429,"yes","no","cellula","no",3
25,"blue-collar","single","secondary","",764,"yes","no","cellula","no",30
31,"blue-collar","married","primary","no",224,"yes","no","cellula","no",31
27,"management","single","secondary","no",565,"yes","no","cellula","no",18
26,"self-employe","single","tertiary","no",16563,"yes","no","cellula","no",89
33,"blue-collar","single","secondary","no",-320,"no","no","cellula","no",73
37,"blue-collar","married","secondary","no",-100,"yes","no","cellula","no",0
27,"blue-collar","single","primary","no",5,"yes","no","cellula","no",51
24,"blue-collar","single","secondary","no",174,"yes","yes","cellula","ye",64
31,"management","single","secondary","no",360,"","no","cellula","ye",48
29,"admin.","single","secondary","no",305,"yes","no","cellula","no",43
25,"technician","single","secondary","no",135,"yes","yes","cellula","no",45
32,"services","single","secondary","yes",687,"yes","no","cellula","no",48
31,"blue-collar","single","secondary","no",239,"yes","no","cellula","ye",66
28,"admin.","single","secondary","no",2290,"yes","no","cellula","ye",65
32,"technician","single","tertiary","no",-770,"yes","no","cellula","ye",63
41,"admin.","divorced","secondary","no",1967,"yes","no","cellula","no",16
38,"blue-collar","single","primary","no",378,"yes","no","cellula","no",45
30,"technician","married","secondary","no",1211,"yes","no","cellula","no",32
24,"admin.","single","secondary","no",120,"yes","no","cellula","no",31
25,"blue-collar","married","secondary","no",148,"yes","no","cellula","no",5
35,"services","single","secondary","no",414,"yes","no","cellula","ye",44
31,"blue-collar","married","secondary","no",255,"yes","","cellula","no",0
29,"housemaid","married","tertiary","no",96,"yes","no","cellula","no",29
27,"technician","married","secondary","no",876,"yes","no","cellula","no",6
43,"blue-collar","married","primary","no",249,"yes","no","cellula","no",6
30,"blue-collar","single","secondary","",464,"yes","no","telepho","no",31
41,"blue-collar","divorced","primary","no",-129,"yes","no","cellula","no",32
44,"admin.","married","secondary","no",1042,"yes","no","cellula","no",0
44,"blue-collar","married","primary","no",401,"yes","no","cellula","no",37
36,"management","single","tertiary","no",1496,"yes","","cellula","no",63
31,"management","married","tertiary","no",301,"yes","no","cellula","no",16
26,"blue-collar","married","secondary","no",160,"yes","no","cellula","no",16
26,"blue-collar","single","secondary","no",330,"yes","no","cellula","no",28
33,"blue-collar","married","primary","no",80,"yes","no","cellula","no",32
47,"technician","married","secondary","no",179,"yes","no","cellula","no",4
57,"admin.","married","secondary","no",403,"yes","no","cellula","ye",22
32,"admin.","single","secondary","no",211,"yes","no","cellula","no",40
29,"technician","single","secondary","no",1856,"yes","yes","cellula","no",79
30,"services","single","secondary","no",438,"yes","no","cellula","no",16
44,"blue-collar","married","secondary","no",2979,"yes","no","cellula","no",35
23,"services","single","secondary","no",495,"yes","yes","cellula","no",41
27,"blue-collar","single","secondary","no",513,"yes","yes","cellula","ye",65
31,"","single","tertiary","no",493,"yes","no","cellula","no",67
30,"services","single","secondary","no",631,"yes","no","cellula","no",32
28,"admin.","single","secondary","no",-36,"yes","no","cellula","no",33
28,"services","single","secondary","no",290,"yes","no","cellula","no",22
32,"management","single","tertiary","no",7290,"yes","no","cellula","ye",103
40,"blue-collar","married","unknown","no",247,"yes","no","cellula","no",27
28,"blue-collar","single","secondary","no",402,"yes","no","cellula","no",31
26,"blue-collar","married","primary","no",123,"yes","no","cellula","no",28
36,"services","divorced","","no",162,"yes","no","cellula","no",34
29,"admin.","married","secondary","no",-211,"yes","no","cellula","no",11
36,"admin.","married","secondary","no",-294,"yes","no","cellula","no",14
34,"blue-collar","married","primary","no",363,"yes","no","cellula","no",59
23,"services","single","secondary","no",279,"yes","no","cellula","ye",50
39,"blue-collar","married","secondary","no",4430,"yes","no","cellula","no",48
33,"blue-collar","married","primary","no",827,"yes","no","cellula","no",6
29,"management","single","tertiary","no",229,"yes","no","cellula","no",32
33,"technician","single","tertiary","no",2164,"yes","no","cellula","no",53
34,"entrepreneur","married","tertiary","no",121,"yes","no","telepho","no",50
32,"services","married","secondary","no",-489,"yes","yes","cellula","no",38
30,"blue-collar","single","secondary","no",5909,"yes","no","cellula","ye",86
35,"technician","married","secondary","no",1092,"no","no","cellula","no",61
53,"blue-collar","divorced","primary","no",1815,"yes","no","cellula","no",53
29,"admin.","single","secondary","no",200,"yes","no","cellula","no",11
33,"services","single","secondary","no",1659,"yes","no","cellula","no",44
27,"technician","married","tertiary","no",8,"yes","yes","cellula","no",60
25,"technician","single","secondary","no",7103,"yes","no","cellula","no",78
29,"technician","married","secondary","no",266,"yes","no","cellula","no",0
27,"admin.","single","secondary","no",105,"yes","no","cellula","no",42
23,"blue-collar","single","secondary","no",4211,"yes","no","cellula","no",55
38,"entrepreneur","single","tertiary","yes",-38,"yes","no","cellula","no",55
30,"management","","tertiary","no",3410,"yes","no","cellula","no",48
35,"self-employe","single","tertiary","no",0,"yes","yes","cellula","no",80
29,"","married","tertiary","no",85,"yes","yes","cellula","no",51
31,"admin.","single","secondary","no",1374,"yes","no","cellula","no",37
29,"admin.","single","secondary","no",460,"yes","no","cellula","no",48
42,"blue-collar","single","primary","no",-376,"yes","no","cellula","no",26
29,"admin.","married","secondary","no",22171,"yes","no","cellula","no",48
35,"admin.","single","secondary","no",57,"yes","no","cellula","no",37
27,"services","single","secondary","no",-195,"yes","no","cellula","ye",40
48,"admin.","divorced","secondary","no",-480,"no","no","cellula","no",33
28,"admin.","married","secondary","no",-76,"yes","no","cellula","no",17
28,"services","single","secondary","no",373,"yes","no","cellula","no",39
54,"services","married","secondary","no",882,"yes","no","cellula","no",4
33,"admin.","married","secondary","no",48,"yes","no","cellula","no",8
26,"management","single","tertiary","no",47,"yes","no","cellula","no",49
33,"blue-collar","married","secondary","no",2761,"yes","no","cellula","no",52
30,"technician","married","secondary","no",-146,"yes","yes","cellula","no",18
26,"blue-collar","married","secondary","no",1702,"yes","yes","cellula","no",51
33,"management","divorced","tertiary","no",47,"no","no","cellula","no",61
58,"blue-collar","married","secondary","no",1859,"yes","no","cellula","no",35
32,"technician","single","secondary","no",55,"yes","no","cellula","no",44
33,"technician","single","tertiary","no",8047,"yes","no","cellula","no",71
40,"services","married","secondary","no",278,"yes","no","cellula","no",13
55,"blue-collar","married","secondary","no",3917,"yes","no","cellula","ye",43
34,"blue-collar","married","secondary","no",243,"yes","no","cellula","ye",25
52,"admin.","single","unknown","",872,"yes","no","telepho","no",40
22,"student","single","secondary","",330,"yes","no","cellula","no",43
42,"management","married","unknown","no",933,"no","no","cellula","no",57
34,"blue-collar","married","unknown","no",201,"yes","no","cellula","no",40
30,"technician","single","tertiary","no",1922,"yes","no","cellula","no",74
29,"services","single","secondary","no",-287,"yes","no","cellula","no",29
28,"admin.","single","secondary","no",352,"yes","yes","cellula","ye",63
32,"","married","secondary","no",-667,"yes","no","cellula","no",12
32,"","married","secondary","no",97,"yes","no","cellula","no",51
30,"blue-collar","single","secondary","no",1165,"yes","no","cellula","no",36
30,"","married","tertiary","no",168,"yes","no","cellula","no",52
33,"","single","secondary","no",1430,"yes","no","cellula","no",55
23,"technician","single","secondary","no",356,"yes","no","cellula","no",21
27,"management","single","tertiary","no",438,"yes","","cellula","no",39
25,"management","married","tertiary","no",-242,"yes","yes","cellula","ye",62
48,"services","divorced","secondary","no",-203,"yes","no","cellula","no",0
30,"services","married","secondary","no",1256,"yes","no","cellula","no",23
39,"blue-collar","single","primary","no",656,"yes","no","cellula","no",56
33,"services","","secondary","no",90,"yes","no","cellula","no",9
45,"admin.","divorced","secondary","no",2353,"yes","no","cellula","no",46
40,"services","divorced","secondary","no",49,"yes","no","cellula","no",37
37,"management","divorced","tertiary","no",1170,"yes","yes","cellula","no",84
52,"blue-collar","married","secondary","no",-194,"yes","no","cellula","no",0
33,"management","single","tertiary","no",2294,"","no","cellula","no",57
43,"services","married","secondary","no",43,"yes","no","cellula","no",0
30,"management","single","secondary","no",-383,"yes","no","cellula","no",38
32,"blue-collar","married","primary","no",268,"yes","yes","cellula","no",56
27,"management","single","tertiary","no",2802,"yes","no","cellula","no",57
29,"technician","single","tertiary","no",615,"yes","no","cellula","ye",64
36,"services","divorced","secondary","no",3,"yes","no","cellula","no",10
28,"management","married","tertiary","no",1480,"yes","no","cellula","no",39
31,"management","single","tertiary","no",518,"yes","no","cellula","no",54
37,"blue-collar","divorced","primary","no",117,"yes","no","cellula","no",27
31,"admin.","single","secondary","no",1129,"yes","no","cellula","no",27
38,"blue-collar","divorced","secondary","no",-138,"yes","no","cellula","no",0
29,"blue-collar","single","secondary","no",391,"yes","no","cellula","no",30
31,"services","single","secondary","no",91,"yes","no","cellula","no",35
33,"","single","secondary","no",-38,"yes","no","cellula","no",47
33,"services","married","unknown","no",15,"yes","no","cellula","no",14
55,"retired","divorced","tertiary","no",304,"no","no","cellula","ye",81
32,"admin.","single","secondary","no",92,"yes","no","cellula","no",21
30,"blue-collar","divorced","primary","",53,"yes","no","cellula","no",26
35,"blue-collar","single","primary","no",-4,"yes","no","cellula","no",39
25,"blue-collar","single","secondary","no",217,"yes","no","cellula","ye",47
29,"management","single","tertiary","no",797,"yes","no","cellula","no",34
30,"self-employe","single","unknown","no",-142,"yes","no","cellula","no",23
38,"admin.","single","secondary","no",144,"yes","no","cellula","no",26
32,"admin.","single","","no",3950,"yes","no","cellula","no",69
30,"blue-collar","single","secondary","",327,"yes","no","telepho","no",49
25,"technician","married","tertiary","no",-295,"yes","no","cellula","ye",45
34,"management","single","tertiary","no",138,"yes","no","cellula","no",20
29,"blue-collar","single","secondary","no",922,"yes","no","cellula","no",45
42,"self-employe","divorced","secondary","no",35,"yes","yes","cellula","no",44
32,"blue-collar","single","secondary","no",1670,"yes","no","cellula","no",29
22,"technician","single","tertiary","no",10,"yes","no","cellula","no",60
30,"admin.","single","secondary","no",219,"yes","yes","cellula","no",70
37,"blue-collar","married","secondary","no",697,"yes","no","cellula","no",0
24,"services","married","secondary","no",1354,"yes","yes","cellula","no",41
39,"blue-collar","divorced","unknown","no",463,"yes","no","cellula","no",29
31,"blue-collar","single","primary","no",2369,"yes","no","cellula","no",70
34,"blue-collar","single","unknown","no",-90,"yes","","cellula","no",16
26,"blue-collar","single","primary","no",37,"yes","no","cellula","no",41
48,"blue-collar","single","unknown","no",428,"yes","no","cellula","no",53
30,"self-employe","married","tertiary","no",163,"yes","no","cellula","no",27
33,"management","married","secondary","no",180,"yes","no","cellula","no",16
47,"blue-collar","married","primary","no",2269,"yes","no","cellula","no",42
27,"services","single","secondary","no",261,"yes","yes","cellula","no",48
30,"management","divorced","tertiary","no",726,"yes","no","cellula","no",28
36,"housemaid","single","secondary","no",1015,"yes","no","cellula","ye",85
32,"admin.","married","secondary","no",3540,"yes","no","cellula","no",24
33,"technician","single","unknown","no",135,"yes","no","cellula","no",31
31,"technician","single","tertiary","no",-162,"yes","no","cellula","no",38
28,"technician","single","tertiary","no",1080,"yes","no","cellula","no",75
30,"technician","single","secondary","no",963,"yes","no","cellula","no",43
41,"blue-collar","","secondary","no",-135,"yes","no","cellula","no",3
27,"blue-collar","married","unknown","no",409,"yes","no","cellula","ye",47
23,"blue-collar","single","unknown","no",817,"yes","no","cellula","no",64
29,"blue-collar","married","secondary","no",275,"yes","no","cellula","no",3
33,"technician","single","secondary","no",315,"yes","no","cellula","no",17
27,"blue-collar","single","primary","no",409,"yes","no","cellula","no",60
29,"technician","single","secondary","no",468,"yes","no","cellula","no",34
27,"blue-collar","single","secondary","no",381,"yes","no","cellula","no",28
25,"services","single","secondary","no",1119,"yes","no","cellula","ye",61
24,"","single","secondary","no",3505,"yes","no","cellula","no",67
29,"services","single","secondary","no",40,"yes","no","cellula","no",34
32,"blue-collar","single","primary","no",12198,"yes","no","cellula","ye",105
31,"management","single","tertiary","no",-234,"yes","no","cellula","no",47
34,"management","single","unknown","no",6013,"yes","no","cellula","ye",100
29,"self-employe","single","tertiary","no",476,"yes","no","cellula","ye",63
38,"admin.","single","tertiary","no",1501,"yes","no","cellula","no",59
56,"admin.","single","secondary","no",791,"yes","no","cellula","no",7
29,"technician","single","secondary","no",-218,"yes","no","cellula","no",22
35,"management","divorced","unknown","no",1043,"yes","yes","cellula","no",61
26,"admin.","single","tertiary","no",235,"yes","no","cellula","ye",58
30,"blue-collar","single","unknown","no",694,"yes","yes","cellula","no",77
38,"entrepreneur","married","tertiary","no",170,"yes","no","cellula","ye",43
45,"technician","divorced","secondary","no",-357,"yes","yes","cellula","ye",44
24,"blue-collar","single","secondary","no",-287,"yes","no","cellula","no",30
45,"unemployed","single","secondary","no",382,"yes","yes","cellula","no",62
27,"technician","divorced","secondary","no",21,"yes","no","cellula","no",7
53,"blue-collar","married","primary","no",273,"yes","no","cellula","no",15
40,"blue-collar","single","unknown","no",1074,"yes","no","cellula","no",61
26,"blue-collar","single","","no",0,"yes","no","cellula","no",39
36,"","single","secondary","",165,"yes","no","cellula","no",40
31,"student","single","tertiary","no",2764,"yes","no","cellula","no",89
30,"blue-collar","married","primary","no",-5,"yes","no","cellula","no",42
47,"technician","married","secondary","",536,"yes","no","cellula","no",27
39,"services","single","primary","no",471,"yes","no","cellula","no",59
28,"student","single","tertiary","",385,"yes","no","telepho","no",75
26,"blue-collar","married","primary","no",595,"yes","yes","cellula","no",37
28,"management","single","tertiary","no",-386,"yes","no","cellula","no",45
30,"blue-collar","single","secondary","no",2145,"yes","no","cellula","ye",67
26,"","single","secondary","no",154,"yes","no","cellula","no",52
31,"services","single","unknown","no",919,"yes","no","cellula","no",54
27,"technician","single","secondary","no",2293,"yes","no","cellula","no",59
35,"entrepreneur","single","tertiary","no",3302,"yes","yes","cellula","no",97
34,"entrepreneur","single","tertiary","no",1068,"yes","no","cellula","no",68
36,"admin.","single","secondary","",319,"yes","no","cellula","no",31
34,"admin.","single","tertiary","no",4254,"yes","no","cellula","no",97
33,"admin.","married","secondary","no",1077,"","no","cellula","no",0
44,"admin.","divorced","secondary","no",777,"yes","no","cellula","no",19
34,"blue-collar","married","primary","no",392,"yes","no","cellula","no",20
25,"services","single","secondary","no",-371,"yes","no","cellula","no",40
39,"blue-collar","married","secondary","no",161,"yes","no","cellula","no",15
34,"","divorced","secondary","no",-301,"yes","yes","cellula","no",35
38,"blue-collar","married","primary","no",-454,"yes","yes","cellula","ye",67
26,"blue-collar","single","secondary","no",-93,"yes","no","cellula","no",33
50,"technician","divorced","secondary","no",116,"yes","no","cellula","no",8
36,"blue-collar","married","secondary","no",-73,"yes","yes","cellula","no",33
29,"technician","single","secondary","no",577,"yes","no","cellula","no",18
44,"admin.","married","secondary","no",429,"yes","yes","cellula","no",27
27,"technician","single","secondary","no",598,"yes","no","cellula","no",26
27,"management","single","tertiary","no",574,"yes","no","cellula","no",44
60,"","divorced","secondary","no",306,"yes","no","cellula","no",29
34,"admin.","married","secondary","no",1158,"yes","no","cellula","no",14
41,"management","married","tertiary","no",1387,"yes","no","cellula","no",59
57,"blue-collar","married","secondary","no",2058,"yes","no","telepho","no",34
40,"blue-collar","married","primary","no",-35,"yes","no","cellula","no",47
22,"admin.","single","secondary","no",1157,"yes","yes","cellula","no",54
32,"","","secondary","no",-39,"yes","no","cellula","no",9
28,"management","single","secondary","no",1609,"yes","no","cellula","no",46
46,"entrepreneur","married","secondary","no",145,"yes","no","cellula","no",14
30,"technician","married","secondary","no",33,"yes","no","cellula","no",23
26,"blue-collar","single","primary","no",-887,"yes","no","cellula","ye",64
35,"admin.","single","secondary","no",184,"yes","no","cellula","no",36
40,"admin.","divorced","secondary","no",220,"yes","no","cellula","no",12
44,"technician","single","secondary","no",59,"yes","no","cellula","no",35
27,"technician","married","secondary","no",267,"yes","no","cellula","no",3
30,"management","single","tertiary","no",264,"yes","no","cellula","no",29
27,"","single","","no",528,"yes","yes","cellula","no",73
52,"blue-collar","married","secondary","no",266,"yes","no","cellula","no",0
31,"services","single","secondary","no",258,"yes","no","cellula","no",23
34,"technician","married","secondary","no",966,"yes","no","cellula","no",0
35,"blue-collar","divorced","secondary","no",164,"yes","no","cellula","no",0
57,"services","divorced","primary","no",2225,"","no","cellula","no",61
27,"blue-collar","single","secondary","no",240,"yes","no","cellula","no",4
38,"admin.","single","secondary","no",1560,"yes","no","cellula","no",46
28,"blue-collar","married","secondary","no",1072,"yes","no","cellula","no",34
30,"admin.","married","secondary","no",2678,"yes","no","cellula","no",15
35,"admin.","married","secondary","no",10133,"no","yes","cellula","no",70
23,"student","single","secondary","no",234,"yes","no","cellula","no",49
29,"admin.","single","secondary","no",306,"yes","no","cellula","ye",47
30,"services","divorced","secondary","no",1336,"yes","no","cellula","no",18
30,"admin.","single","secondary","no",3068,"yes","no","cellula","no",55
47,"services","divorced","secondary","no",-1730,"yes","yes","cellula","no",28
54,"retired","divorced","secondary","no",451,"no","yes","cellula","no",32
34,"technician","divorced","secondary","no",17,"yes","no","cellula","no",0
28,"technician","single","secondary","no",3,"no","no","telepho","no",40
38,"management","single","tertiary","no",2368,"yes","no","cellula","no",81
28,"blue-collar","single","secondary","",2528,"yes","no","cellula","no",34
30,"management","single","tertiary","no",2017,"yes","no","cellula","no",48
36,"technician","single","secondary","no",23,"yes","no","cellula","no",36
37,"blue-collar","married","secondary","no",139,"yes","no","cellula","no",0
36,"blue-collar","married","primary","no",106,"yes","no","cellula","no",17
20,"blue-collar","single","secondary","no",-295,"yes","yes","cellula","no",30
27,"blue-collar","single","secondary","no",2752,"yes","no","cellula","no",42
30,"management","single","tertiary","no",2637,"yes","no","cellula","no",67
30,"technician","single","secondary","no",778,"yes","no","cellula","no",22
33,"blue-collar","divorced","secondary","no",865,"yes","no","cellula","no",10
27,"blue-collar","single","secondary","no",179,"yes","no","cellula","no",28
43,"","single","secondary","no",-63,"yes","no","cellula","no",35
35,"management","single","tertiary","no",-292,"yes","no","cellula","no",48
23,"blue-collar","single","secondary","no",668,"yes","no","cellula","no",32
40,"technician","married","tertiary","no",1034,"yes","no","cellula","no",57
32,"admin.","single","unknown","no",2692,"yes","no","cellula","no",56
25,"blue-collar","single","primary","no",292,"","yes","cellula","ye",88
33,"admin.","single","secondary","no",-371,"yes","yes","cellula","no",61
24,"services","single","secondary","no",1299,"yes","yes","cellula","no",63
25,"blue-collar","single","secondary","no",320,"yes","no","cellula","no",12
32,"management","married","tertiary","no",1041,"yes","no","cellula","no",36
28,"entrepreneur","single","tertiary","no",224,"yes","no","cellula","no",45
27,"unemployed","single","secondary","no",259,"yes","no","cellula","no",52
51,"blue-collar","married","primary","no",1687,"yes","no","cellula","no",55
56,"admin.","married","secondary","no",95,"","no","cellula","no",1
40,"technician","single","secondary","no",191,"yes","no","cellula","no",7
60,"blue-collar","single","primary","",4723,"yes","no","cellula","no",93
29,"entrepreneur","single","tertiary","no",219,"yes","no","cellula","no",46
30,"retired","single","secondary","no",48,"no","no","cellula","no",60
34,"management","single","tertiary","",-578,"yes","no","cellula","ye",71
46,"entrepreneur","divorced","tertiary","no",148,"yes","no","cellula","no",21
36,"management","married","tertiary","no",3063,"yes","no","cellula","no",66
36,"blue-collar","married","secondary","no",139,"yes","yes","cellula","ye",43
22,"management","single","tertiary","no",103,"yes","no","cellula","no",32
32,"technician","single","tertiary","no",2684,"yes","no","cellula","ye",80
25,"management","married","tertiary","no",127,"yes","no","cellula","no",34
31,"technician","single","tertiary","no",-241,"yes","no","cellula","no",47
37,"blue-collar","married","secondary","no",18,"yes","no","cellula","no",0
33,"technician","single","secondary","no",1279,"yes","no","cellula","no",60
29,"blue-collar","divorced","unknown","no",101,"yes","no","cellula","no",34
29,"management","married","tertiary","no",318,"yes","no","cellula","no",23
37,"admin.","single","secondary","no",16,"no","no","cellula","no",41
34,"blue-collar","married","secondary","no",355,"yes","no","cellula","no",13
23,"student","","secondary","no",2530,"yes","no","cellula","no",52
34,"management","married","tertiary","no",1657,"yes","no","cellula","no",45
26,"services","single","primary","no",-32,"yes","no","cellula","no",43
30,"management","married","tertiary","no",1814,"yes","no","cellula","no",55
37,"blue-collar","married","secondary","no",-83,"yes","no","cellula","no",15
36,"blue-collar","","primary","no",519,"yes","no","cellula","no",29
22,"student","single","primary","no",110,"yes","no","cellula","no",53
35,"admin.","single","secondary","no",181,"yes","no","cellula","no",13
51,"blue-collar","single","primary","no",55,"yes","no","cellula","no",52
33,"management","single","secondary","no",219,"yes","no","cellula","no",16
27,"entrepreneur","married","secondary","no",97,"yes","yes","cellula","no",16
29,"blue-collar","married","secondary","no",1958,"yes","no","cellula","no",43
34,"admin.","married","secondary","no",393,"yes","no","cellula","no",15
53,"retired","divorced","primary","no",47,"yes","no","telepho","no",16
35,"management","single","tertiary","no",9336,"yes","no","cellula","no",104
27,"blue-collar","single","","no",294,"yes","no","cellula","no",28
26,"blue-collar","single","secondary","no",-350,"yes","no","cellula","no",19
31,"blue-collar","married","secondary","no",512,"yes","no","cellula","no",0
39,"blue-collar","divorced","primary","no",815,"yes","no","cellula","no",31
43,"self-employe","married","","no",487,"yes","no","telepho","no",20
33,"management","single","tertiary","no",1304,"yes","no","cellula","ye",89
38,"blue-collar","married","primary","no",5643,"yes","no","cellula","no",50
28,"technician","single","secondary","no",-16,"yes","no","cellula","no",3
45,"admin.","single","secondary","no",2394,"yes","yes","telepho","no",46
30,"blue-collar","single","secondary","no",8950,"yes","no","cellula","no",71
45,"","married","secondary","no",14,"no","yes","cellula","no",62
30,"services","single","secondary","no",177,"yes","no","cellula","no",22
30,"services","married","secondary","no",1808,"","no","cellula","no",23
34,"blue-collar","married","primary","no",-1,"yes","no","cellula","ye",44
24,"","single","primary","no",174,"","no","cellula","no",49
36,"entrepreneur","married","","",246,"yes","no","cellula","no",21
29,"management","divorced","tertiary","no",559,"yes","no","cellula","no",26
36,"blue-collar","single","primary","no",90,"yes","no","cellula","no",44
48,"blue-collar","married","secondary","no",5306,"yes","no","cellula","no",30
32,"blue-collar","married","unknown","no",1267,"yes","no","cellula","no",38
28,"services","single","secondary","no",129,"yes","no","cellula","no",38
57,"","married","secondary","",876,"yes","no","telepho","no",26
40,"management","divorced","tertiary","no",-75,"yes","no","cellula","no",24
47,"services","married","secondary","no",49,"yes","no","cellula","no",4
47,"blue-collar","single","secondary","",57,"yes","no","cellula","no",39
29,"admin.","single","secondary","no",596,"yes","no","cellula","no",25
58,"management","married","primary","no",76,"yes","no","telepho","no",39
31,"management","single","secondary","no",1310,"yes","no","cellula","no",50
25,"blue-collar","single","secondary","no",84,"yes","no","cellula","no",22
29,"management","married","tertiary","no",1387,"yes","no","cellula","ye",69
34,"blue-collar","married","secondary","no",463,"yes","no","cellula","no",2
26,"blue-collar","married","primary","no",172,"yes","no","cellula","no",9
34,"technician","married","secondary","no",118,"yes","no","cellula","no",5
24,"technician","single","","no",-156,"yes","no","cellula","no",34
33,"self-employe","single","secondary","no",136,"yes","no","cellula","no",39
27,"technician","single","secondary","no",78,"yes","yes","cellula","no",50
57,"retired","married","primary","no",341,"yes","no","telepho","no",30
24,"technician","single","secondary","no",-73,"yes","no","cellula","no",23
28,"admin.","single","primary","no",25,"yes","no","cellula","no",13
33,"","married","primary","no",-132,"yes","yes","cellula","no",55
30,"blue-collar","single","secondary","no",583,"no","no","cellula","no",44
28,"services","","secondary","",38,"yes","no","cellula","no",6
34,"","single","primary","no",18,"no","no","cellula","no",88
39,"technician","married","secondary","no",6,"yes","no","cellula","no",33
25,"blue-collar","single","secondary","no",286,"yes","no","cellula","no",18
51,"services","married","primary","no",636,"yes","yes","telepho","no",32
24,"blue-collar","single","secondary","no",-398,"yes","no","cellula","no",10
29,"blue-collar","married","secondary","no",97,"yes","no","cellula","no",0
32,"blue-collar","single","unknown","no",258,"yes","no","cellula","no",43
27,"","married","tertiary","no",176,"yes","no","cellula","no",43
22,"services","married","secondary","no",817,"yes","no","cellula","no",13
24,"admin.","single","secondary","no",843,"yes","no","cellula","no",20
32,"admin.","divorced","secondary","yes",5,"","yes","cellula","no",53
35,"services","married","secondary","no",0,"yes","no","cellula","no",0
31,"technician","married","secondary","no",-119,"yes","no","cellula","no",0
31,"entrepreneur","married","primary","no",-98,"yes","no","cellula","no",10
36,"admin.","single","secondary","no",-422,"yes","no","cellula","no",30
32,"technician","married","secondary","no",580,"yes","no","cellula","no",8
30,"blue-collar","divorced","primary","no",-258,"yes","no","cellula","no",26
40,"services","married","secondary","no",664,"yes","yes","cellula","no",13
28,"admin.","married","secondary","no",576,"yes","yes","cellula","no",14
31,"unemployed","single","secondary","no",500,"yes","no","cellula","no",59
31,"blue-collar","single","primary","no",342,"yes","no","cellula","no",43
40,"blue-collar","married","secondary","no",503,"yes","yes","cellula","no",30
28,"technician","single","tertiary","no",426,"no","no","cellula","no",72
27,"technician","single","secondary","no",155,"yes","no","cellula","no",29
24,"entrepreneur","single","secondary","no",69,"yes","no","cellula","no",58
32,"admin.","single","tertiary","no",902,"yes","no","cellula","no",36
49,"admin.","married","secondary","no",880,"yes","yes","cellula","no",19
27,"","single","secondary","no",1842,"yes","yes","cellula","no",78
24,"services","married","secondary","no",183,"yes","no","cellula","no",11
35,"technician","married","secondary","no",-706,"yes","yes","cellula","no",30
28,"self-employe","married","secondary","no",-522,"yes","yes","cellula","ye",44
40,"","married","primary","no",592,"yes","no","cellula","no",35
29,"blue-collar","single","secondary","no",1472,"no","no","cellula","no",72
57,"services","married","secondary","no",371,"yes","yes","telepho","no",15
47,"admin.","married","secondary","no",-121,"yes","yes","","no",48
36,"blue-collar","married","secondary","no",-173,"yes","no","cellula","no",0
49,"admin.","single","secondary","no",1150,"yes","no","cellula","no",47
24,"blue-collar","single","secondary","no",5482,"yes","no","cellula","no",66
37,"management","single","tertiary","no",10269,"yes","no","cellula","no",93
32,"technician","single","secondary","no",-472,"yes","yes","cellula","no",43
40,"management","married","tertiary","no",198,"yes","no","cellula","no",28
26,"admin.","single","secondary","no",483,"yes","no","cellula","no",31
33,"self-employe","married","secondary","no",711,"yes","no","cellula","no",8
22,"services","single","secondary","no",236,"yes","no","cellula","no",26
32,"blue-collar","single","secondary","no",135,"yes","no","cellula","no",1
37,"admin.","single","secondary","no",176,"yes","no","cellula","no",18
24,"blue-collar","single","secondary","no",1421,"yes","no","cellula","no",51
33,"management","single","secondary","no",2955,"yes","no","cellula","no",33
26,"blue-collar","single","secondary","no",23,"yes","no","cellula","no",18
28,"blue-collar","single","primary","no",426,"yes","no","cellula","no",50
24,"student","single","secondary","",508,"yes","no","telepho","no",58
46,"services","married","primary","no",116,"yes","no","cellula","no",24
26,"technician","single","unknown","no",-301,"yes","no","cellula","no",45
32,"self-employe","single","secondary","no",518,"yes","no","cellula","no",36
33,"technician","single","secondary","",-363,"yes","no","cellula","no",22
48,"blue-collar","divorced","secondary","no",-314,"yes","no","cellula","no",14
30,"admin.","single","secondary","no",2,"yes","no","telepho","no",34
30,"blue-collar","single","secondary","no",1837,"yes","no","cellula","no",48
35,"technician","single","secondary","no",-196,"yes","no","cellula","no",25
35,"technician","single","secondary","no",225,"yes","no","cellula","no",17
38,"technician","single","secondary","no",-242,"yes","no","cellula","ye",66
29,"blue-collar","married","primary","",79,"yes","no","cellula","no",18
38,"management","divorced","tertiary","no",-199,"yes","no","cellula","no",18
23,"services","single","secondary","no",1393,"yes","yes","cellula","no",47
27,"technician","single","secondary","no",292,"yes","no","telepho","no",36
36,"blue-collar","married","primary","no",1548,"yes","yes","cellula","no",79
25,"","married","secondary","",121,"yes","no","cellula","no",15
24,"services","single","secondary","yes",-1414,"yes","yes","cellula","no",67
